"id","name","slug","brand","category","strain","thc","cbd","lab_test"
"9019","Caramel Swirl - Oil","unknown-producer-caramel-swirl-oil","Unknown Producer","Concentrate,Oil,","Caramel Swirl",,,
"9020","Gorilla Glue #4 - Oil","outco-labs-gorilla-glue-4-oil","OUTCO Labs","Concentrate,Oil,","Gorilla Glue #4",,,
"9021","Sour Diesel - Oil","outco-labs-sour-diesel-oil","OUTCO Labs","Concentrate,Oil,","Sour Diesel",,,
"9022","San Fernando Valley OG (SFV OG) - Shatter","outco-labs-san-fernando-valley-og-sfv-og-shatter","OUTCO Labs","Concentrate,Shatter,","San Fernando Valley OG (SFV OG)",,,
"9023","Original Cheese - Oil","unknown-producer-original-cheese-oil","Unknown Producer","Concentrate,Oil,","Original Cheese",,,
"9024","Sativa - Vaporizer Disposable","outco-labs-sativa-vaporizer-disposable","OUTCO Labs","Vapes,Disposable Vape,","Sativa",,,
"9025","Indica - Vaporizer Disposable","outco-labs-indica-vaporizer-disposable","OUTCO Labs","Vapes,Disposable Vape,","Indica",,,
"9026","Hybrid - Vaporizer Disposable","outco-labs-hybrid-vaporizer-disposable","OUTCO Labs","Vapes,Disposable Vape,","Hybrid",,,
"9027","Recovery CBD - Vaporizer Cartridge","mighty-meds-recovery-cbd-vaporizer-cartridge","Mighty Meds","Vapes,Vape Cartidge,","Recovery CBD",,,
"9028","Balance Hybrid - Vaporizer Cartridge","mighty-meds-balance-hybrid-vaporizer-cartridge","Mighty Meds","Vapes,Vape Cartidge,","Balance Hybrid",,,
"9029","Clarity Sativa - Vaporizer Cartridge","mighty-meds-clarity-sativa-vaporizer-cartridge","Mighty Meds","Vapes,Vape Cartidge,","Clarity Sativa","70%",,
"9030","Mighty Indica - Vaporizer Cartridge","mighty-meds-mighty-indica-vaporizer-cartridge","Mighty Meds","Vapes,Vape Cartidge,","Mighty Indica",,,
"9031","Liquid Gold Red - Hybrid - Oil","gfarma-labs-liquid-gold-red-hybrid-oil","GFarma Labs","Concentrate,Oil,","Liquid Gold Red - Hybrid",,,
"9032","Liquid Gold Red - Sativa - Oil","gfarma-labs-liquid-gold-red-sativa-oil","GFarma Labs","Concentrate,Oil,","Liquid Gold Red - Sativa",,,
"9033","Liquid Gold Red - Indica - Oil","gfarma-labs-liquid-gold-red-indica-oil","GFarma Labs","Concentrate,Oil,","Liquid Gold Red - Indica",,,
"9034","Champagne Cookies - Crumble","soul-remedy-extracts-champagne-cookies-crumble","Soul Remedy Extracts","Concentrate,Crumble,Wax,","Champagne Cookies",,,
"9035","Cherry Diesel - Crumble","soul-remedy-extracts-cherry-diesel-crumble","Soul Remedy Extracts","Concentrate,Crumble,Wax,","Cherry Diesel",,,
"9036","Master Kush - Crumble","soul-remedy-extracts-master-kush-crumble","Soul Remedy Extracts","Concentrate,Crumble,Wax,","Master Kush",,,
"9037","Rare Darkness & Blue City Diesel - Crumble","pangea-organics-rare-darkness-blue-city-diesel-crumble","Pangea Organics","Concentrate,Crumble,Wax,","Rare Darkness & Blue City Diesel",,,
"9038","Hindica - Vaporizer Disposable","golden-xtrx-hindica-vaporizer-disposable","Golden XTRX","Vapes,Disposable Vape,","Hindica",,,
"9039","Apollo 13 - Vaporizer Disposable","golden-xtrx-apollo-13-vaporizer-disposable","Golden XTRX","Vapes,Disposable Vape,","Apollo 13",,,
"9040","Shaman - Vaporizer Cartridge","golden-xtrx-shaman-vaporizer-cartridge","Golden XTRX","Vapes,Vape Cartidge,","Shaman",,,
"9041","Gigabud - Vaporizer Cartridge","golden-xtrx-gigabud-vaporizer-cartridge","Golden XTRX","Vapes,Vape Cartidge,","Gigabud",,,
"9042","Cookie Dough - Crumble","unknown-producer-cookie-dough-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Cookie Dough",,,
"9043","Yoda x Death Star OG - Shatter","unknown-producer-yoda-x-death-star-og-shatter","Unknown Producer","Concentrate,Shatter,","Yoda x Death Star OG",,,
"9044","Strawberry Dream - Shatter","unknown-producer-strawberry-dream-shatter","Unknown Producer","Concentrate,Shatter,","Strawberry Dream",,,
"9045","Jet-Fuel - Kief","unknown-producer-jet-fuel-kief","Unknown Producer","Concentrate,Kief,","Jet-Fuel",,,
"9046","Banana Paris - Wax","west-coast-cure-banana-paris-wax","West Coast Cure","Concentrate,Wax,","Banana Paris",,,
"9047","Hardcore Glue - Wax","west-coast-cure-hardcore-glue-wax","West Coast Cure","Concentrate,Wax,","Hardcore Glue",,,
"9048","Blue Diesel - Vaporizer Cartridge","golden-xtrx-blue-diesel-vaporizer-cartridge","Golden XTRX","Vapes,Vape Cartidge,","Blue Diesel",,,
"9049","Blue Bayou - Vaporizer Cartridge","golden-xtrx-blue-bayou-vaporizer-cartridge","Golden XTRX","Vapes,Vape Cartidge,","Blue Bayou",,,
"9050","Shiskeberry (Shiskaberry) - Vaporizer Cartridge","golden-xtrx-shiskeberry-shiskaberry-vaporizer-cartridge","Golden XTRX","Vapes,Vape Cartidge,","Shiskeberry (Shiskaberry)",,,
"9051","Loud Dream - Vaporizer Cartridge","golden-xtrx-loud-dream-vaporizer-cartridge","Golden XTRX","Vapes,Vape Cartidge,","Loud Dream",,,
"9052","Afgoo (Afgooey / Afghooey) - Vaporizer Cartridge","golden-xtrx-afgoo-afgooey-afghooey-vaporizer-cartridge","Golden XTRX","Vapes,Vape Cartidge,","Afgoo (Afgooey / Afghooey)",,,
"9053","N5 Hawaiian - Oil","golden-xtrx-n5-hawaiian-oil","Golden XTRX","Concentrate,Oil,","N5 Hawaiian",,,
"9054","Tangerine Dream - Oil","clarity-concentrates-tangerine-dream-oil","Clarity Concentrates","Concentrate,Oil,","Tangerine Dream",,,
"9055","Strawberry Cough - Oil","clarity-concentrates-strawberry-cough-oil","Clarity Concentrates","Concentrate,Oil,","Strawberry Cough",,,
"9056","Sour Diesel - Oil","clarity-concentrates-sour-diesel-oil","Clarity Concentrates","Concentrate,Oil,","Sour Diesel",,,
"9057","Pear Herer - Oil","clarity-concentrates-pear-herer-oil","Clarity Concentrates","Concentrate,Oil,","Pear Herer",,,
"9058","Super Lemon Haze - Vaporizer Cartridge","clarity-concentrates-super-lemon-haze-vaporizer-cartridge","Clarity Concentrates","Vapes,Vape Cartidge,","Super Lemon Haze",,,
"9059","Maui Wowie Mango - Vaporizer Cartridge","clarity-concentrates-maui-wowie-mango-vaporizer-cartridge","Clarity Concentrates","Vapes,Vape Cartidge,","Maui Wowie Mango",,,
"9060","Guava Haze - Vaporizer Cartridge","clarity-concentrates-guava-haze-vaporizer-cartridge","Clarity Concentrates","Vapes,Vape Cartidge,","Guava Haze",,,
"9061","Grape Ape - Vaporizer Cartridge","clarity-concentrates-grape-ape-vaporizer-cartridge","Clarity Concentrates","Vapes,Vape Cartidge,","Grape Ape",,,
"9062","Fruity Pebbles OG - Vaporizer Cartridge","clarity-concentrates-fruity-pebbles-og-vaporizer-cartridge","Clarity Concentrates","Vapes,Vape Cartidge,","Fruity Pebbles OG",,,
"9063","Tropical Trainwreck - Vaporizer Cartridge","clarity-concentrates-tropical-trainwreck-vaporizer-cartridge","Clarity Concentrates","Vapes,Vape Cartidge,","Tropical Trainwreck",,,
"9064","Tangerine Dream - Vaporizer Cartridge","clarity-concentrates-tangerine-dream-vaporizer-cartridge","Clarity Concentrates","Vapes,Vape Cartidge,","Tangerine Dream",,,
"9065","Pear Herer - Vaporizer Cartridge","clarity-concentrates-pear-herer-vaporizer-cartridge","Clarity Concentrates","Vapes,Vape Cartidge,","Pear Herer",,,
"9066","Fruity Chronic Juice - Vaporizer Disposable","advanced-extracts-fruity-chronic-juice-vaporizer-disposable","Advanced Extracts","Vapes,Disposable Vape,","Fruity Chronic Juice",,,
"9067","Critical Mass - Oil","absolute-extracts-critical-mass-oil","Absolute Extracts","Concentrate,Oil,","Critical Mass",,,
"9068","Lemon Haze - Wax","golden-gate-extracts-lemon-haze-wax","Golden Gate Extracts","Concentrate,Wax,","Lemon Haze",,,
"9069","Trainwreck - Wax","golden-gate-extracts-trainwreck-wax","Golden Gate Extracts","Concentrate,Wax,","Trainwreck",,,
"9070","Super Skunk - Wax","golden-gate-extracts-super-skunk-wax","Golden Gate Extracts","Concentrate,Wax,","Super Skunk",,,
"9071","Pineapple OG - Wax","golden-gate-extracts-pineapple-og-wax","Golden Gate Extracts","Concentrate,Wax,","Pineapple OG",,,
"9072","Cherry Kola - Wax","golden-gate-extracts-cherry-kola-wax","Golden Gate Extracts","Concentrate,Wax,","Cherry Kola",,,
"9073","Sour Tangie x Love - Shatter","710-labs-sour-tangie-x-love-shatter","710 Labs","Concentrate,Shatter,","Sour Tangie x Love",,,
"9074","Mango x Grape Ape - Shatter","710-labs-mango-x-grape-ape-shatter","710 Labs","Concentrate,Shatter,","Mango x Grape Ape",,,
"9075","Griselda Blanco - Shatter","710-labs-griselda-blanco-shatter","710 Labs","Concentrate,Shatter,","Griselda Blanco",,,
"9076","3 Kings - Hash","nativ-3-kings-hash","Nativ",,"3 Kings",,,
"9077","20:1 Whole Plant - Oil","mackenzie-medicinals-20-1-whole-plant-oil","Mackenzie Medicinals","Concentrate,Oil,","20:1 Whole Plant",,,
"9078","San Fernando Valley OG (SFV OG) - Crumble","herban-tribe-san-fernando-valley-og-sfv-og-crumble","Herban Tribe","Concentrate,Crumble,Wax,","San Fernando Valley OG (SFV OG)",,,
"9079","Super Lemon Haze - Wax","moxie-seeds-extracts-super-lemon-haze-wax","Moxie Seeds & Extracts","Concentrate,Wax,","Super Lemon Haze",,,
"9080","Sour Banana Sherbet - Wax","unknown-producer-sour-banana-sherbet-wax","Unknown Producer","Concentrate,Wax,","Sour Banana Sherbet",,,
"9081","The Flav - Oil","unknown-producer-the-flav-oil","Unknown Producer","Concentrate,Oil,","The Flav",,,
"9082","Jack Berry - Shatter","hitman-extracts-jack-berry-shatter","Hitman Extracts","Concentrate,Shatter,","Jack Berry",,,
"9083","Island Sweet Skunk (ISS) - Wax","golden-gate-extracts-island-sweet-skunk-iss-wax","Golden Gate Extracts","Concentrate,Wax,","Island Sweet Skunk (ISS)",,,
"9084","Green Crack - Wax","golden-gate-extracts-green-crack-wax","Golden Gate Extracts","Concentrate,Wax,","Green Crack",,,
"9085","XJ-13 - Wax","golden-gate-extracts-xj-13-wax","Golden Gate Extracts","Concentrate,Wax,","XJ-13",,,
"9086","Lemon Skunk (DNA) - Wax","golden-gate-extracts-lemon-skunk-dna-wax","Golden Gate Extracts","Concentrate,Wax,","Lemon Skunk (DNA)",,,
"9087","Pineapple Kush - Wax","golden-gate-extracts-pineapple-kush-wax","Golden Gate Extracts","Concentrate,Wax,","Pineapple Kush",,,
"9088","Lemon Jack - Wax","golden-gate-extracts-lemon-jack-wax","Golden Gate Extracts","Concentrate,Wax,","Lemon Jack",,,
"9089","Gorilla Glue #4 - Wax","golden-gate-extracts-gorilla-glue-4-wax","Golden Gate Extracts","Concentrate,Wax,","Gorilla Glue #4",,,
"9090","Strawberry Cough - Shatter","golden-gate-extracts-strawberry-cough-shatter","Golden Gate Extracts","Concentrate,Shatter,","Strawberry Cough",,,
"9091","Indica Nighttime + Delta 8 - Oil","deltacann-indica-nighttime-delta-8-oil","DeltaCann","Concentrate,Oil,","Indica Nighttime + Delta 8",,,
"9092","Critical Mass - Vaporizer Cartridge","deltacann-critical-mass-vaporizer-cartridge","DeltaCann","Vapes,Vape Cartidge,","Critical Mass","57%","0.41%",
"9093","DC Flavors Strawberry - Vaporizer Cartridge","deltacann-dc-flavors-strawberry-vaporizer-cartridge","DeltaCann","Vapes,Vape Cartidge,","DC Flavors Strawberry",,,
"9094","Mango Haze - Vaporizer Cartridge","deltacann-mango-haze-vaporizer-cartridge","DeltaCann","Vapes,Vape Cartidge,","Mango Haze","58.71%","0.18%",
"9095","Sativa Daytime + Delta 8 - Oil","deltacann-sativa-daytime-delta-8-oil","DeltaCann","Concentrate,Oil,","Sativa Daytime + Delta 8",,,
"9096","Indica Nighttime + Delta 8 - Vaporizer Cartridge","deltacann-indica-nighttime-delta-8-vaporizer-cartridge","DeltaCann","Vapes,Vape Cartidge,","Indica Nighttime + Delta 8",,,
"9097","Sativa Daytime + Delta 8 - Vaporizer Cartridge","deltacann-sativa-daytime-delta-8-vaporizer-cartridge","DeltaCann","Vapes,Vape Cartidge,","Sativa Daytime + Delta 8",,,
"9098","Blue Top BHO Cake - Wax","unknown-producer-blue-top-bho-cake-wax","Unknown Producer","Concentrate,Wax,","Blue Top BHO Cake",,,
"9099","Shark Shock - Oil","unknown-producer-shark-shock-oil","Unknown Producer","Concentrate,Oil,","Shark Shock",,,
"9100","LSD - Kief","unknown-producer-lsd-kief","Unknown Producer","Concentrate,Kief,","LSD",,,
"9101","THC RSO - Oil","unknown-producer-thc-rso-oil","Unknown Producer","Concentrate,Oil,","THC RSO",,,
"9102","Ghost Wreck - Wax","unknown-producer-ghost-wreck-wax","Unknown Producer","Concentrate,Wax,","Ghost Wreck",,,
"9103","Rocket, Grape Ape, & Skunk - Shatter","skunk-train-concentrates-rocket-grape-ape-skunk-shatter","Skunk Train Concentrates","Concentrate,Shatter,","Rocket",,,
"9104","Mr. White - Crumble","unknown-producer-mr-white-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Mr. White",,,
"9105","Hash Plant (Hashplant) - Wax","skunk-train-concentrates-hash-plant-hashplant-wax","Skunk Train Concentrates","Concentrate,Wax,","Hash Plant (Hashplant)",,,
"9106","Pineapple Jack - Water Hash","unknown-producer-pineapple-jack-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Pineapple Jack",,,
"9107","Sour Dream - Water Hash","unknown-producer-sour-dream-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Sour Dream",,,
"9108","Madonna - Water Hash","unknown-producer-madonna-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Madonna",,,
"9109","Harlequin & Cannatonic - Oil","skunk-train-concentrates-harlequin-cannatonic-oil","Skunk Train Concentrates","Concentrate,Oil,","Harlequin & Cannatonic",,,
"9110","JayGo Sativa - Vaporizer Disposable","jaygo-jaygo-sativa-vaporizer-disposable","JayGo","Vapes,Disposable Vape,","JayGo Sativa",,,
"9111","JayGo Indica - Vaporizer Disposable","jaygo-jaygo-indica-vaporizer-disposable","JayGo","Vapes,Disposable Vape,","JayGo Indica",,,
"9112","Skunk #1 - Shatter","unknown-producer-skunk-1-shatter","Unknown Producer","Concentrate,Shatter,","Skunk #1",,,
"9113","Green Coffee - Shatter","sirius-extracts-green-coffee-shatter","Sirius Extracts","Concentrate,Shatter,","Green Coffee",,,
"9114","9 Pound Hammer - Shatter","redwood-farms-9-pound-hammer-shatter","Redwood Farms","Concentrate,Shatter,","9 Pound Hammer",,,
"9115","Passionfruit - Vaporizer Cartridge","kurvana-passionfruit-vaporizer-cartridge","Kurvana","Vapes,Vape Cartidge,","Passionfruit",,,
"9116","Sunset Tea - Vaporizer Cartridge","kurvana-sunset-tea-vaporizer-cartridge","Kurvana","Vapes,Vape Cartidge,","Sunset Tea",,,
"9117","Cookies Kush - Shatter","unknown-producer-cookies-kush-shatter","Unknown Producer","Concentrate,Shatter,","Cookies Kush",,,
"9118","Blue Rhino - Water Hash","unknown-producer-blue-rhino-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Blue Rhino",,,
"9119","Girl Scout Cookies - Vaporizer Cartridge","kurvana-girl-scout-cookies-vaporizer-cartridge","Kurvana","Vapes,Vape Cartidge,","Girl Scout Cookies",,,
"9120","Tootzie Pop - Water Hash","soul-evolution-enterprise-tootzie-pop-water-hash","Soul Evolution Enterprise ","Concentrate,Bubble Hash,","Tootzie Pop",,,
"9121","Sol Dog - Oil","soul-evolution-enterprise-sol-dog-oil","Soul Evolution Enterprise ","Concentrate,Oil,","Sol Dog",,,
"9122","Tsunami Mystery - Wax","om-extracts-tsunami-mystery-wax","Om Extracts","Concentrate,Wax,","Tsunami Mystery",,,
"9123","Lemon OG Kush - Wax","om-extracts-lemon-og-kush-wax","Om Extracts","Concentrate,Wax,","Lemon OG Kush",,,
"9124","NASA OG & Girl Scout Cookies - Oil","boom-xtrax-nasa-og-girl-scout-cookies-oil","Boom Xtrax!","Concentrate,Oil,","NASA OG & Girl Scout Cookies",,,
"9125","Lemon Lotus - Wax","om-extracts-lemon-lotus-wax","Om Extracts","Concentrate,Wax,","Lemon Lotus",,,
"9126","Harle-Tsu - Shatter","unknown-producer-harle-tsu-shatter","Unknown Producer","Concentrate,Shatter,","Harle-Tsu",,,
"9127","Indica - Vaporizer Disposable","golden-xtrx-indica-vaporizer-disposable","Golden XTRX","Vapes,Disposable Vape,","Indica",,,
"9128","Zen Blend - Oil","evolvd-zen-blend-oil","Evolvd","Concentrate,Oil,","Zen Blend",,,
"9129","Zen Blend - Vaporizer Cartridge","evolvd-zen-blend-vaporizer-cartridge","Evolvd","Vapes,Vape Cartidge,","Zen Blend",,,
"9130","Mystery Haze - Wax","evolvd-mystery-haze-wax","Evolvd","Concentrate,Wax,","Mystery Haze",,,
"9131","Mystery Haze - Shatter","evolvd-mystery-haze-shatter","Evolvd","Concentrate,Shatter,","Mystery Haze",,,
"9132","Girl Scout Cookies - Shatter","evolvd-girl-scout-cookies-shatter","Evolvd","Concentrate,Shatter,","Girl Scout Cookies",,,
"9133","Blackberry Kush - Shatter","evolvd-blackberry-kush-shatter","Evolvd","Concentrate,Shatter,","Blackberry Kush",,,
"9134","Snow OG - Shatter","eclipse-farm-ecology-snow-og-shatter","Eclipse Farm-Ecology","Concentrate,Shatter,","Snow OG",,,
"9135","Royal Cheese - Shatter","eclipse-farm-ecology-royal-cheese-shatter","Eclipse Farm-Ecology","Concentrate,Shatter,","Royal Cheese",,,
"9136","Phantom Cookies (Pink Champagne) - Shatter","eclipse-farm-ecology-phantom-cookies-pink-champagne-shatter","Eclipse Farm-Ecology","Concentrate,Shatter,","Phantom Cookies (Pink Champagne)",,,
"9137","Perma Dream - Shatter","eclipse-farm-ecology-perma-dream-shatter","Eclipse Farm-Ecology","Concentrate,Shatter,","Perma Dream",,,
"9138","OG Kush - Shatter","eclipse-farm-ecology-og-kush-shatter","Eclipse Farm-Ecology","Concentrate,Shatter,","OG Kush",,,
"9139","Girl Scout Cookies - Shatter","eclipse-farm-ecology-girl-scout-cookies-shatter","Eclipse Farm-Ecology","Concentrate,Shatter,","Girl Scout Cookies",,,
"9140","Critical Mass - Shatter","eclipse-farm-ecology-critical-mass-shatter","Eclipse Farm-Ecology","Concentrate,Shatter,","Critical Mass",,,
"9141","California Hashplant - Shatter","eclipse-farm-ecology-california-hashplant-shatter","Eclipse Farm-Ecology","Concentrate,Shatter,","California Hashplant",,,
"9142","Blue Dream - Shatter","eclipse-farm-ecology-blue-dream-shatter","Eclipse Farm-Ecology","Concentrate,Shatter,","Blue Dream",,,
"9143","Lemon Skunk (DNA) - Wax","dirty-arm-farm-lemon-skunk-dna-wax","Dirty Arm Farm","Concentrate,Wax,","Lemon Skunk (DNA)",,,
"9144","Green Crack - Shatter","dirty-arm-farm-green-crack-shatter","Dirty Arm Farm","Concentrate,Shatter,","Green Crack",,,
"9145","Agent Orange - Wax","dirty-arm-farm-agent-orange-wax","Dirty Arm Farm","Concentrate,Wax,","Agent Orange",,,
"9146","Shark Shock - Oil","the-co2-company-shark-shock-oil","The CO2 Company","Concentrate,Oil,","Shark Shock",,,
"9147","New York City Diesel - Oil","the-co2-company-new-york-city-diesel-oil","The CO2 Company","Concentrate,Oil,","New York City Diesel",,,
"9148","Applegate Jane Mix - Oil","the-co2-company-applegate-jane-mix-oil","The CO2 Company","Concentrate,Oil,","Applegate Jane Mix",,,
"9149","Houseblend - Honeycomb","boom-xtrax-houseblend-honeycomb","Boom Xtrax!",,"Houseblend",,,
"9150","Durban & LSD - Shatter","boom-xtrax-durban-lsd-shatter","Boom Xtrax!","Concentrate,Shatter,","Durban & LSD",,,
"9151","Durban & LSD - Oil","boom-xtrax-durban-lsd-oil","Boom Xtrax!","Concentrate,Oil,","Durban & LSD",,,
"9152","Grape Ape - Shatter","popnaturals-grape-ape-shatter","PopNaturals","Concentrate,Shatter,","Grape Ape",,,
"9153","Pineapple Kush - Shatter","popnaturals-pineapple-kush-shatter","PopNaturals","Concentrate,Shatter,","Pineapple Kush",,,
"9154","Gobbstopper - Oil","phoenix-rising-farms-gobbstopper-oil","Phoenix Rising Farms","Concentrate,Oil,","Gobbstopper",,,
"9155","Chem4 OG - Oil","phoenix-rising-farms-chem4-og-oil","Phoenix Rising Farms","Concentrate,Oil,","Chem4 OG",,,
"9156","Pineapple - Oil","golden-xtrx-pineapple-oil","Golden XTRX","Concentrate,Oil,","Pineapple",,,
"9157","Granddaddy Purple (GDP) - Oil","golden-xtrx-granddaddy-purple-gdp-oil","Golden XTRX","Concentrate,Oil,","Granddaddy Purple (GDP)",,,
